trail,overall_rating,comment_title,ratings,comment_text
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
El Capitan,5.0,Stupendous ,5.0 of 5 bubbles,Not that anything in Yosemite can be rated but this is one of my favorite landmarks in the park. You see it on your entrance and exit driving down the 140 so I fell for it. It has a smooth face like its carved out of clay and a pretty pale pink and golden cream color in the sunset. It looks different and impressive from every angle. Photos of it and Bridalviel together are unreal 
El Capitan,5.0,"REMINDS ME OF ""CLOSE ENCOUNTERS""!!",5.0 of 5 bubbles,"Whether you're up close or viewing it from another vantage point, it's still awe inspiring.  We viewed it driving in first and stopping along Southside Drive (one way).  Pre-covid, you would be jammed up with traffic both on this road and parking to stop and admire.  If there's any plus to this dreaded virus that's befallen all of us, it's that now in the park you can take your time and more easily find places to view and stop.  "
El Capitan,5.0,Isabelle (France),5.0 of 5 bubbles,"In Yosemite national park, we were impressed by El Capitan, with its massive bulk and vertical face soaring 3000 feet high. El Capitan is made of hard granite, allowing it to resist the pressures of glaciers and erosion, giving it its typicalpattern!"
El Capitan,5.0,Surreal Gigantic Wall of Granite,5.0 of 5 bubbles,"On our way out of the valley to our lodge, our last stop was at El Capitan.  We parked in the small lot next to the road and walked the short hike to the two trails that climbers use, leading up to the base of this gigantic wall of granite.  My wife walked up one of them and got right up to the face of the cliff, putting her hands on the wall, and also talked to a young man who was preparing to do some climbing on this Mecca for rock climbers.  I was pretty beat and my knees were complaining after over 14 miles of walking and hiking so I contented myself with craning my neck to look up the 3000+ feet to the top and scanning the wall with my binoculars.  I was lucky enough to catch a brief glimpse of a climber rappelling down the cliff face.  Photos and words cannot really convey the scale of this giant rock - seeing it in person is almost a surreal experience."
El Capitan,5.0,One of the most well-known areas of the park,5.0 of 5 bubbles,"One of the most iconic views of any of the national parks and one of Yosemite's most unique features. Viewing this from anywhere in the park provides a different experience especially when the sunlight hits it at different parts of the day. A good way to view it, along with the entire valley, is from Tunnel View which can add much more dramatic features and textures as the shadows start to set in!"
El Capitan,5.0,Looming Like a Rock Wave,5.0 of 5 bubbles,"When a rock has a name you know it is impressive.  I have only seen El Cap from the valley floor but the words to describe it fall short.  We saw it from several places but the best may be from the meadow along the valley road.  Here our group marveled at climbers you could actually see ascending as well as the hanging tents they use for sleep.  At 3,000 vertical feet of rock, there is really nothing else that compares to it.  In additional you will feel it as its shape is like a building wave that looms over you.  It is a highlight and you should stop and see it from as many places as you can."
El Capitan,5.0,Majestic and Intriguing,5.0 of 5 bubbles,El Capitan is the most revered of all sites in this National Park. This towering sheer granite monolith rises to a height of 3593 feet above the meadow. The sleek striated surface glows red at sunset and the shadows cast on it by the passing clouds during the daytime are very intriguing. 
El Capitan,5.0,Dawn Wall a must,5.0 of 5 bubbles,"It's hard to get the true scale, even when you are standing near the base but it's impressive none the less.  It's so large, you almost lose context of how it compares against other large structures.  For example, it's twice as high as the Empire State building."
El Capitan,5.0,Slippery as hell,5.0 of 5 bubbles,"Been watching climbing documentaries for years, fascinated by the sheer brutal appearance of El Cap. "
El Capitan,5.0,Iconic wall,5.0 of 5 bubbles,"Made famous world wide by Alex Honnold in Free Solo, El Capitan takes your breath away. This time around I hiked to the top of it through eagle's peak. The wall has magnetic pull and reminds us of all the classic big wall routes that started here."
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Half Dome,5.0,Memorable hike,5.0 of 5 bubbles,"Half dome is a gorgeous vista from the valley, and it’s an even better sight from the top."
Half Dome,5.0,MAGNIFICENT!,5.0 of 5 bubbles,"I don't think I'll ever be able to forget how spectacular this natural wonder is.  Not to be missed.  It is almost as though one can't tear one's eyes away.  I've never seen any photo, even Ansel Adams' (which is magnificent) that have done his justice."
Half Dome,5.0,Unforgettable hike,5.0 of 5 bubbles,"Half dome was one of our favorite hikes we’ve ever done.  We started at the valley floor and made it up the cables.  It can be done in a day, but it’s a serious hike.  Need to start before the sun comes up and be prepared for most of the day.  Take plenty of water and snacks.  Gloves and harnesses are recommended to go up the cables."
Half Dome,5.0,Iconic hike,5.0 of 5 bubbles,Half Dome is the symbol of Yosemite and perhaps the most recognizable feature in the park. You will see it from everywhere in the main valley. The hike through the cable route to the top is fantastic. It takes around 6 hrs up from Curry village. You need permit to climb in summer. In winters there's no permit as it is closed. But I went up anyways. 
Half Dome,5.0,Half Dome,4.0 of 5 bubbles,Half Dome is one of the icon in the Yosemite valley. It is a rock formation in the valley and it is a granite dome. One side is face and the other three sides round. It looks like a dome cut in to half and it is called as half dome.
Half Dome,5.0,Half Dome  (during COVID-19),5.0 of 5 bubbles,It’s a really adventurous climb on the half dome. I would say four-stage
Half Dome,5.0,Dangers Of a Yosemite Half Dome Hike. Take it seriously!,5.0 of 5 bubbles,"This entry is not a detailed account of Yosemite's Half Dome Hike. Rather, it is a supplement to all the other accounts found online. "
Half Dome,5.0,The Hardest Thing I've Ever Done,5.0 of 5 bubbles,"This was the worst, most terrible, difficult, uncomfortable, hardest thing I've ever put my body through, but it left me with an overwhelming sense of accomplishment I've never felt before.  I'm not sure why people (me) do things to themselves like this, only to say ""Yeah, I've done that"", but I digress..."
Half Dome,5.0,Half Dome Hike..Do's and Dont's,5.0 of 5 bubbles,We just did the Yosemite Half Dome hike and thought of sharing our experience..Hope this helps others to plan. 
Half Dome,5.0,Worlds most scenic hike but dangerous as Hell,5.0 of 5 bubbles,"I should have titled my review, and please do not be offended, ""how I almost crapped my pants on half dome.""  Please read further and you will understand that this was a natural biological response to shear terror.  I can honestly say that I am amazed the park system actually lets people hike to the summit of half dome."
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Yosemite Falls,4.5,Hard to miss this iconic waterfall,5.0 of 5 bubbles,"Standing at over 2,400 feet (700M), Yosemite Falls is one of the main attractions in the park. It consists of three separate waterfalls of varying heights. Two of which can be accessed via trails in the park with varying levels of difficulty. If you prefer a longer and more strenuous hike to get a better view of the other waterfalls we suggest hiking the Yosemite Falls Trail which can be taken all the way up to the top of the falls. This hike takes much longer between 6-8 hours and is 7 Mi (11KM) round trip but allows you to see the top of the falls and the creek that feeds into it along with being able to overlook into the valley. However, most opt to hike Lower Yosemite Falls instead due to its accessibility. These Falls are near the Valley Visitor Center which makes it easy to access either by car or the free shuttle (Stop 6) that runs through the park every 10-20 minutes. During peak times in the park including midday and weekends expect long lines to enter the park, and board a shuttle. This trail is a very easy 1 Mi (1.6KM) hike that is on a paved road which makes it accessible for people of all ages and fitness levels. It takes you up to the bottom of Lower Yosemite Falls which is the last of the three that make up Yosemite Falls. Below there is a rocky waterway in which people often enter to cool off but be cautious of the cold water and strong currents during certain times of the year. This trail often gets very busy during midday and can be hard to get a picture without other people in it. Going prior to 11AM will allow you to enjoy most of it without having to deal as much with crowds and get a better set up for your pictures. We suggest planning your trip months in advance if you plan on visiting during the summer months. Most campsites in the park are reserved months in advance so the sooner you can plan and reserve a place to stay, the easier things will be. If you are a small party who lives within a drive of the park we recommend staying in Camp 4. During summer months they offer a lottery drawing of camp reservations for the following day. For 6 USD per person/day you can have a simple shared campsite in the middle of the park. Visit the parks website for the link to enter the drawing which requires a 10 USD application fee. Since you can only apply one day in advance this option is only ideal for people within driving distance of the park. Although it was rough making the 11 hour drive out from Arizona it was worth coming back to this park for a couple of days!"
Yosemite Falls,4.5,Wonderous!,5.0 of 5 bubbles,"Some people whine when the water is not flowing full blast, however I appreciate the way the Creator sculpted these beautiful Sierra and especially Yosemite. I love studying geology, so even when there is no water, there are wonderful things to see that are now exposed. The Valley is great year round, because of crowds, I usually go spring and fall. Don't let yourself be robbed of experiencing a beautiful place just because it's a low water year. I am mobility challenged and that doesn't stop me. I have been visiting Yosemite for over 65 years."
Yosemite Falls,4.5,majestic,5.0 of 5 bubbles,"Yosemite falls consist of Upper and Lower fall, I think the Upper fall is more powerful, more impressive, but if you just look at the Lower fall, it is also beautiful and fabulous. You can see the falls in many spot, e.g. in the Cook's meadow loop, swinging bridge, Yosemite falls trail, Glacier point, etc. You can view the falls from different angles at different place, and it's worth to see the falls from different view at different place. It has the most water in the Spring and early summer, while the fall may dry out in late summer, so better plan to visit it in Spring and early summer."
Yosemite Falls,4.5,Beautiful falls and easy to get to.,5.0 of 5 bubbles,"We visit Yosemite Falls on every trip to Yosemite, as it is a very easy, straight, paved walk from Yosemite Valley Lodge to the falls. We've been there when there is very little water in the falls and we've been there when the water is coming down so fast and hard that you get wet standing on the little bridge watching it. Since it is very simple to access, there are a lot of tourists in that area, so bring your mask (Covid).   Also, on the way to the falls, about midway, on the left are the Spider Caves. You can crawl through from one end to the other.  The path is rather short, but tight and you need a flashlight.  There is no marker for the caves.  We didn't even know they existed, until my kids went through them on a school field trip years ago. In summary, I can highly recommend visting Yosemite Falls."
Yosemite Falls,4.5,Fall from a good height,4.0 of 5 bubbles,"Yosemite falls is one of the main attraction for visitors in the Yosemite national park. It has upper level and lower level. The fall is highest weterfall in the park and drops down to more than 2400 ft. In spring season, the water fall is at peak. The top of Upper Yosemite fall is not easy accessible and can be reached via a steep, strenuous, and usually crowded 3.5 miles hike."
Yosemite Falls,4.5,Tallest Falls in North America - MUST SEE,5.0 of 5 bubbles,"In a park with so many amazing features, it is incredible that the tallest waterfall in North America falls to middle of the top 10.  In any other park this is the premier attraction, but this is why Yosemite is so incredible.  A March visit may mean some areas are not accessible but if you like waterfalls they were all pumping with a large volume of water.  "
Yosemite Falls,4.5,Upper Yosemite Falls Trail Review,5.0 of 5 bubbles,Beautiful! Upper Yosemite Falls Trail is HARD and can get very crowded in the afternoons. I suggest leaving as early as possible to avoid this. Our favorite viewpoint wasn't the at the top of the falls but the view of Yosemite Falls after the first round of switchbacks. We hiked in May and the weather was super unpredictable given the elevation gain. Definitely pack LOTS of water and appropriate clothing and hiking boots for the given weather on the day you hike. Lower Yosemite Falls is also beautiful but there is not much of a hiking trail to the base of the falls/viewpoint.
Yosemite Falls,4.5,Nature’s Stairmaster!,3.0 of 5 bubbles,This review is actually for the Yosemite Falls Trail to Columbia Rock.  
Yosemite Falls,4.5,nice but small waterfall due to the drought,4.0 of 5 bubbles,easy to reach fall with paved asphalt paths. the fall itself was small due to climate change and the drought that CA has been experiencing the past 2-3 decades. a visitor that I talked to that came to the park 3 years earlier said that the fall was about a 1/3 of its size.
Yosemite Falls,4.5,Upper Yosemite Falls,4.0 of 5 bubbles,"I did the hike to the top of Upper Yosemite Falls 3 days ago. It's winter, but on my way back, there were still a lot of people going up the trail. I started this hike at 6:30 am, sharing it with only a handful of people and also beating the heat from the sun beating down on the trail. It's high moderate to low strenuous, but then again, I'm an avid backpacker, so that might not be a fair rating. I was able to do the hike, round-trip, in less than 4.5 hours. The best part of the trail is the views of the valley & Half Dome and then the views of Upper Yosemite Falls (about half way up). At the top, the views are just OK. But it's an almost constant uphill hike all the way to the top. My calves are still sore. I gave this hike 4 stars, as there were so many people on the trail coming up, when I was coming down. It looked like a line of ants. So, if you want to be on this trail alone, start very early, and you still won't be completely alone, but will have long sections alone."
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Yosemite Valley,4.5,Amazing views - Don't rush through when driving,5.0 of 5 bubbles,When you arrive make sure you analyse the map you are given and plan your drive well so. you know where to get the best location stops and pictures. It is very easy to drive past a section and miss it. Take your time.
Yosemite Valley,4.5,Mesmerizing!!,5.0 of 5 bubbles,"The park is absolutely amazing and the sites unsurpassed!!!  We stayed in the little camp, Curry Village  (last minute cancellation), which worked for us.  It is extremely crowded and impossible to park many times.  If there is something you wish to see without crowds, be there when the gates open and plot your sites logistically, otherwise can be a two mile back up to get in at the gate, and so crowded to park and walk around.  We ate dinner two nights at the Ahwahnee which was good.  Highly recommend their cottages to stay instead of hotel, but need to make reservations well in advance of a year out.  I found the park accommodations to be a bit run down and in need of TLC.  Definitely do a dusk loop car ride, see amazing wildlife, bears, deer, elk, etc.  Was also 115 degrees when we went, so hiking was too hard and the waterfalls dried up.  I'm sure Spring would be optimal."
Yosemite Valley,4.5,One of the most amazing places in the world,5.0 of 5 bubbles,"One of the most amazing parks in the world. What ever you want to do is amazing. I love the early spring, April, May, the falls are going strong, attendance is less too. Lodging is expensive but location, location, location. When our family was young we spent many weeks camping, which they loved."
Yosemite Valley,4.5,One of the most beautiful places in the world ,5.0 of 5 bubbles,"It's always an amazing adventure. Rt 120 is closed going into the park, so exoect delays. The park currently has a lot of water and flooding in the valley.  So make sure to bring appropriate gear. The plus about the water is that the Modesto river is spectacular, and the falls are flowing perfectly. Crowds are heavy this time of the year, so expect delays. The entry fee is $35.00, I have an annual pass and highly recommend getting one. Make sure to gas up before getting to the park. Enjoy yourself and the sites. "
Yosemite Valley,4.5,Bucket list trip,5.0 of 5 bubbles,"Yosemite doesn't have a bad view. Everywhere we went was incredible. We especially loved the various views of El Capitán from the valley floor. You do need reservations to enter the park and although we didn't have a delay entering through the west gate we saw a long line to get in as we were exiting through the south gate. Some parts of the park were kind of crowded but the farther you get from the popular spots, the fewer people there were. And no spot in Yosemite is bad!"
Yosemite Valley,4.5,Great sites to remember,5.0 of 5 bubbles,"Travel during the pandemic was nice.  I wish he had more time to hike, but the sites along the drive were good enough for us for the first trip out here.  "
Yosemite Valley,4.5,Breath Taking Views and Family Time,5.0 of 5 bubbles,"Family of 4 teens (18, 16, 15 & 15yrs) and a 10yr old and we ALL pushed our individual athletic limits from free climbing, simple hiking, and riverside fishing.  Beautiful and perfect for everyone of all ages and interests.  Loved this natural getaway"
Yosemite Valley,4.5,Magnificent Views,5.0 of 5 bubbles,"Traveled to Yosemite last summer with my husband and son.  Amazing views and geology.  Go early in the morning as by mid-day there are tons of people making driving almost impossible.  Did not take the shuttle because of time constraints, but recommend the shuttle if you can. "
Yosemite Valley,4.5,Spectacular and Stunning Vistas,5.0 of 5 bubbles,"This gorgeous area, in the heart of the Sierra Nevada Mountain Range, was the third to get its status as a National Park on October 1, 1890, and is still wowing every visitor today, even after 250 years. The Park’s diverse landscape supports more than 400 species of wildlife.  It is known around the world for its towering granite cliffs, its deep Valleys, the ancient giant Sequoias (that can grow up to 300 feet in height with trunks 27 feet across), Ponderosa Pines, massive Oaks, and its Waterfalls. It also helps that photographer Ansel Adams made it even more famous by his amazing, fiery sunset photos of two of its formations – El Capitan and Half Dome."
Yosemite Valley,4.5,Yosemite highs and lows,4.0 of 5 bubbles,I would absolutely recommend a trip to this national park treasure. The scenery is spectacular!  However a couple of items surprised me. We stayed in Curry Village in the platform tent which provided a Queen and two twin beds. It was clean and had necessary basic appointments. The density of the tents made for overcrowding at the 2 restaurants there so plan on eating early or late. Two other options for dining were not open this season which accounted for the long wait times. There was a nice cafeteria style breakfast option and a Peete’s Coffee. Bathrooms were adequate. 
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Glacier Point,5.0,Amazing Views,4.0 of 5 bubbles,"Let's start with the only bad thing about this place (hence the 4 stars). I understand there is no sewer system there and that the bathrooms are non-flush waterless toilet system called vaults. I get that. But there has to be a way those bathrooms have to be cleaned at least every two to three hours, considering the amount of people that visit the place. Worst bathrooms I've been to in all my life."
Glacier Point,5.0,Been here dozens of times. Never gets old! ,5.0 of 5 bubbles,"Glacier Point at about 7000 ft elevation can be reached by car, shuttle bus (but not during the pandemic) or several strenuous hikes from Yosemite Valley. "
Glacier Point,5.0,"Unreal Views, looks like a painting!",5.0 of 5 bubbles,"I can't believe how amazing it looked up there. The views looked like a painting, just unreal."
Glacier Point,5.0,THE # ONE PANORAMIC VIEW IN YOSEMITE NATIONAL PARK,5.0 of 5 bubbles,"This attraction/view will truly take your breath away!  And, it's accessible via road before you go through Tunnel View.  In fact, you may want to take the right turn at the entrance as you are driving in before proceeding further into Yosemite Valley.  Once you make the right turn, you'll drive some distance before arriving at this remarkable vista point.  "
Glacier Point,5.0,A good view point to see some iconic features of Yosemite,5.0 of 5 bubbles,"Glacier point is a high point so that you can see mostly of the Yosemite features at this points, including the iconic Half dome, you can also see 4 waterfalls such as Vernal fall, Nevada fall, Yosemite falls, they are majestic, you can go along the paved trail to see different view (at least 270 degree if not 360 degree of angle) of the Yosemite. Be aware  that if the parking lot in the Glacier point is full, then the road driving up to the Glacier point may be closed, so better go there earlier, but for the day we went (Monday in late June), there are still several parking space available at 10:30am, not sure if the parking lot will be filled up more quickly in weekends or in July/Aug, but in weekday of late June, still have several parking space at 10:30am. Of course you can hike up to here or from here, hike down to other points, but the trail is a tough one and takes several hours of hike. There are also ranger program in this site, I also post the photo of ranger program on that day, just for reference, it may changed from time to time."
Glacier Point,5.0,Spectacular views!,5.0 of 5 bubbles,"I don't think I'll ever be able to forget how spectacular this natural wonder is.  Not to be missed.  It is almost as though one can't tear one's eyes away.  I've never seen any photo, even Ansel Adams' (which is magnificent) that have done his justice."
Glacier Point,5.0,Absolutely ridiculous rules,1.0 of 5 bubbles,"When you go to this park, you feel like entering a prison. ""You can't park here"" "" You can't poop here"", ""You need a permit to walk on this trail"", "" You can't sleep at this camping spot"" ""You can't park here, there, anywhere. Parking lots are to look at."" Not worthy. Beautiful nature but commercial park."
Glacier Point,5.0,The Most Beautiful Spot in Yosemite,5.0 of 5 bubbles,Easily my favorite spot in Yosemite National Park. Such beautiful views that will be remembered forever. 
Glacier Point,5.0,Dozens of visits but it is still good,5.0 of 5 bubbles,"I visited Glacier Point twice during my recent trip to Yosemite and many many times in the past.  Glacier Point and its numerous viewpoints were as lovely as always.  There were lots of other folks taking in the views, even though it was October."
Glacier Point,5.0,Breathtaking Views! A Must See,5.0 of 5 bubbles,"We've been here 20 years ago and it's so nice to come back. They recently re-opened in late July, so we were so lucky to able to come up here. "
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
