trail,overall_rating,comment_title,ratings,comment_text
Santos - Belleview Trail,4.5,Santos to SR200 Awesome,5.0 of 5 bubbles,"We biked the paved trail from Santo's staging area west to where the pavement ends at SR200 and loved it. Nice and wide, undulating, and mostly shaded it was perfect for us. From Santo's to the end of the pavement is about 16 miles one way, there are tables and restrooms at Land Bridge trailhead and 49Ave trailhead but no drinking water is available anywhere on the trail."
Santos - Belleview Trail,4.5,Return to an even better trail experience!,5.0 of 5 bubbles,"This is a yearly return trip now with my dog to camp and ride the trails . Things are even better since they have paved a long section of the trail all the way to the “Land Bridge”. With the COVID-19 restrictions now in place everyone did a great job of staying their distance and people were very respectful of noise restrictions after the curfew. And now with the paved trail there are a wide variety of bikes are able to enjoy this beautiful area, including myself pulling my dog trailer.🐶❤️"
Santos - Belleview Trail,4.5,Nice quiet state park,4.0 of 5 bubbles,"Santos is a very nice small campground with plenty of room to spread out and not be on top of your neighbors. We stayed in site 21 on the outer loop and 20 on the inner loop and both were comfortable, shady and spacious. The bathrooms are clean with plenty of hot water, but there only 2 showers and toilets in both the men’s and ladies for all 23 sites. While they are clean, they are not pristine and likely not maintained throughout the day like a private campground. There is no camp store, laundry or other amenities but it is a lovely, quiet park with a lot of trails for hiking, biking and equestrian use. We enjoyed biking the paved trail which was fairly flat and mostly shaded and we passed a lot of mountain bikers, walkers and folks on horseback sharing the trails along the way. We would definitely recommend this park. At $22/night it’s a great value. "
Santos - Belleview Trail,4.5,A great ride,5.0 of 5 bubbles,"My husband, two friends and I rode the Santos Trail to the I-75 bridge, which was about 15 miles round trip. It was a beautiful sunny day and it was a beautiful ride. The trail is all paved and a fairly easy ride, fairly flat with some easy incline and decline. We would definitely ride more of it next time."
Santos - Belleview Trail,4.5,Have fun!,5.0 of 5 bubbles,"Santos trail is the best in Florida! It is wide, paved, wanders through diverse terrain. There are lots of bikers on this trail, especially low three wheel bikes. You need to be careful and they don’t always “share the road”! It’s especially fun to ride over the Land Bridge over I-75!! Have fun!"
Santos - Belleview Trail,4.5,Amazing Time with teens!,5.0 of 5 bubbles,"It was a misty cold rainy day! We went by the trails and Santos Bike Shop across from the trail rented us great bikes with helmets and provided us with information on the level of the trails. Due to the wet conditions we took the paved one.  Other people went mountain biking and loved it as well! We biked in a shaded trail for 15 miles, it was a great time!"
Santos - Belleview Trail,4.5,Santos and Vortex Mountain Biking Trails - Ocala,5.0 of 5 bubbles,Rode for 2 days.  Mostly covered by tree canopy (just west of Ocala National Forest) and very well marked trails.  Accessed core trails from Santos bike shop on 441 then connected w Pine Tree trail.  The main Trail Head is located off 80th Street.  
Santos - Belleview Trail,4.5,Wonderful New Trail,5.0 of 5 bubbles,"Most of the posts about the Santos Trailhead mention only the mountain bike trails, and use the word ""awesome"" in at least ever other sentence.  The mountain bike trails are OK, but the big news is the magnificent (much better than ""awesome"") new paved trail stretching 16 miles SW from the Santos Trailhead on US 441 opened in February 2018.  It is Florida's newest paved bike trail, and one of the few which does not depend, at least in part, on old railroad beds.  This is a built-from-scratch flowing (to use a mountain bike term) trail through the sandhills of the Central Ridge of Florida, along the old Barge Canal Greenway.  The trail crosses I-75 on the famous land bridge, which is a ""crittur crossing"" over the Interstate, allowing wildlife (including cyclists) to cross the highway in safety.  It also passes through a couple of tunnels under State highways.  "
Santos - Belleview Trail,4.5,Yikes,1.0 of 5 bubbles,"Going the easy trail/yellow markers out and then doubled back because we didn't want to overdo it. On the way back the markers are different and there are two yellow trails that brings confusion. One is marked Shorty which is not and takes you and extra 6 miles off the beaten trail back to the highway. We then proceeded to walk up the highway back to the parking area. I did not want to take a chance on going back to the trails which were very unfriendly and poorly marked. Most of the bikers were kind but did not one yielded to us, the hikers. I felt like maybe I misunderstood the signs but after re-evaluating realized that it was not me but the bikers who misinterpreted. One pair refused to stop and there was nowhere for me and my daughter to go so they about ran into to us and then were quite rude verbally. If I went back I may be tempted to take bear spray and use it even if I didn't see any bears. Our 3 mile hike turned into 12.5 miles. I am going to see about getting a guide for next time."
Santos - Belleview Trail,4.5,Awesome place to ride a bike,5.0 of 5 bubbles,Wonderful place to spend the day bike riding.  We did all easy trails as it was our first visit.  Trails area all well marked and in great condition.  Lots of interesting twists and turns which is nice change from long straight bike paths.  They have more adventerous trails in the park but we did not visit.  Park has over 100 miles of trails.  Will plan a visit to the Ocala area just to ride these trails again.
Jacob's Well Natural Area,4.5,"Um, a nice park, but underwhelming",2.0 of 5 bubbles,"Well, we’re from Minnesota where we have lots of water and swimming holes. This one is 125ft deep and goes deep back into the rocks. The creek that leads away from it was nearly bone dry."
Jacob's Well Natural Area,4.5,No need to go to Jacob's Well,1.0 of 5 bubbles,"7 year old, fishing in a creek area with less than two or three feet of water.  Our five minute visit to Jacob's well area ended with child almost in tears, asking what was happening, terrified at the Park employee's screaming. "
Jacob's Well Natural Area,4.5,Awful,1.0 of 5 bubbles,Well this was awful! We pull up and signs are up say everything is full. So we just ask to make sure and the guy says oh yeah go right in and swim. So he directs us to our parking spots and we start walking and it’s not a bad walk at all. So we get down to the hole and start taking our shoes off and the little wannabe ranger is down there asking if we have stamps so we tell her the man just told us to come on down and swim and she said he didn’t say that we were like umm yeah he did and she thought we were lying so we tell her to call the guy that told us that and she said HE’S UNDER ME! HE DID NOT SAY THAT! We walked back out and left. This place is nothing special.
Jacob's Well Natural Area,4.5,Would be a good nature area in May and June,3.0 of 5 bubbles,"We recently spent some time at Jacob's Well during a trip to San Antonio.  Neat area for wildlife, especially birds and snakes.  We didn't swim as the swimming hole is booked up through early September.  They book for two hour blocks.  Honestly, I would get pretty bored swimming there because it's very very small and the group size is fairly large that they allow to swim.  It's a neat well, pretty colors and I'm glad we stopped.  But not a type of area that would draw me back to it."
Jacob's Well Natural Area,4.5,Disappointing,2.0 of 5 bubbles,Very disappointed that access to water is limited. Turned around and hiked up the trail back to parking lot. Website very misleading and didn’t stay 5 minutes didn’t even get wet. No wonder people dive in it looks like the only way to get to water.
Jacob's Well Natural Area,4.5,Little well with a deep impact,5.0 of 5 bubbles,Not gonna lie.  I thought the width of the well would have been bigger but it was absolutely beautiful to see.   We didn’t go during swim season and that was because it was quiet and there were few others to take away from the beauty of nature.   But we for sure will come back to swim soon!
Jacob's Well Natural Area,4.5,I loved it!,5.0 of 5 bubbles,"I’d seen it on the internet, and heard people rave about it, so I had to see for myself. It’s a really nice spot, I’d recommend it for adults and kids. Excellent photo ops, and just a great site to take in some nature and get away from the screen time."
Jacob's Well Natural Area,4.5,Short quick hike,3.0 of 5 bubbles,"Did a quick hike down to the well on a beautiful Saturday in March.  It took us 12 minutes to get down to the well area, looked around for maybe 10 minutes than hiked on back.  Water levels are pretty low and no way I would get in the water even if it was allowed.  But nice little hike and some beautiful scenery down there.  It would not be much fun if it was crowded so we were lucky."
Jacob's Well Natural Area,4.5,Overrated ,3.0 of 5 bubbles,"It was super cool to see! But too far to actually be worth it. It’s not a long hike which might be nice when you are swimming. Very slippery when not wet so I would be prepared! It was free to just walk around. We had extra time so it’s not like we wasted time, but we did drive a bit out of the way to see it. "
Jacob's Well Natural Area,4.5,Great place for short hikes,5.0 of 5 bubbles,"Short, easy hikes through well-maintained natural area.  The well itself was pretty cool to see too.  Great place to just wander around and see some typical hill country landscape.  "
Gabis Arboretum at Purdue Northwest,4.5,An absolute blast for the whole family!,5.0 of 5 bubbles,"Gabis Arboretum (formerly Taltree) is so awesome! It's the perfect place to let the kids run around and explore nature! There is a music garden with instruments; an adventure garden with mini houses to play in; and best of all, the Railway Garden (open Fri.-Sun., May-October). All of the volunteers and employees we've met have been extremely friendly and helpful. At $10 per carload, you can bring the whole family into the arboretum for an extremely reasonable price! And if you plan on going often, membership is only $50/year! Worth every penny!"
Gabis Arboretum at Purdue Northwest,4.5,Good family place to visit,4.0 of 5 bubbles,We had heard of the train display so we decided to check it out. It is amazing. Tons of details to look at. If your kids like trains this will keep busy for at hour and a half to 2 hours. The overall Arboretum is quote large and has several trails to explore. We enjoy nature and gardens so this was very nice. Some areas are not as expansive and some are under rehab. Overall a good place for a family visit.
Gabis Arboretum at Purdue Northwest,4.5,No trains for covid,4.0 of 5 bubbles,"Had family in town and decided to go check out taltree, since the kids always have a blast there. We were disappointed that they're not running the trains with covid, I have no idea why, there's plenty of space to distance yourself. Also disappointed to see they got rid of the animals."
Gabis Arboretum at Purdue Northwest,4.5,I'm stuck at the entry fee,2.0 of 5 bubbles,"We were visiting the dunes and thought we'd add a bit of variety by checking out Taltrees. I'm okay with paying an entrance fee but that means I will expect more and rightly so. The $10 per adult is very steep, outrageously so, considering what they provide."
Gabis Arboretum at Purdue Northwest,4.5,One Acre Outdoor Railway Gardens plus more!,5.0 of 5 bubbles,"If you like trains, view this garden (G-scale) layout covering almost one acre! Seven train layouts travel on over 3000 linear foot of track including over 30 bridges. Trains move among built to scale prairies, mountains, and canyons over and around 850 tons of limestone brought onsite. Gardens include hiking trails through wooded and grassy areas as well as flower beds. Great fun all included with admission. Recently joined in educational partnership with Purdue University Northwest."
Gabis Arboretum at Purdue Northwest,4.5,Where are all the fish??,3.0 of 5 bubbles,"This is one of the disappointing arboretums I've been to! Maybe I'm spoiled by the Shedd Chicago arboretum, I can admit that. However, a few fish in a pond is NOT what I paid for!  Where are the sea horses, starfish, tropical fish and swordfish??  At the very least have a tank of clown fish for everyone to look at. "
Gabis Arboretum at Purdue Northwest,4.5,Railroad Garden That Dreams Are Made Of,5.0 of 5 bubbles,"Taltree Arboretum and Gardens has the largest public railroad garden in the Midwest. It truly is a gem in the prairie. While it is not located in town, it makes up for the drive by it's beauty. I can say that with a doubt I more than a couple of ideas back home for my railroad. The railroad garden is fully accessible, the concrete paths are great. If you have children, this is a must stop if our traveling on I-80,I-90,I-94. Just slip down and visit. I lost count of the number of bridges on the layout."
Gabis Arboretum at Purdue Northwest,4.5,A place to relax and discover,5.0 of 5 bubbles,"Taltree has developed from the early 2000's into one of the most interesting arboretums around.  The prairie, the wetlands with swans, the train garden and other gardens, and the pavilion draw you into a lovely and relaxing setting that is good for observing, hiking, and discovering."
Gabis Arboretum at Purdue Northwest,4.5,Incredible model train set up,5.0 of 5 bubbles,"The title pretty much sums up why the 5 sta RSI, but there are some nice walking trails in the vicinity as well."
Gabis Arboretum at Purdue Northwest,4.5,Nice trails and gardens,4.0 of 5 bubbles,"Beautiful wooded and garden area.  Some of the plants looked like they needed a bit of love, but overall it was very nice.  There is a great miniature train town located in the park as well, that is definitely something kids would love.  There was obviously a lot of care and research put into the train display.  There is a great shelter near a pond that would be wonderful for family gatherings or even an outdoor wedding.  Plenty of nice easy trails, making it a great place to walk."
Bluebonnet Trail,4.5,Texan Through and Through,5.0 of 5 bubbles,"My husband and I just visited Ennis and the Bluebonnet Trail this past weekend. The bluebonnets were beautiful, even though it is late in the season."
Bluebonnet Trail,4.5,BIRTHDAY WEEKEND CELEBRATION WITH FRIENDS.,5.0 of 5 bubbles,Was great travelling the country side looking at the Bluebonnets. Very relaxing drive. Even found a spot where you could walk in a field of Bluebonnets. This was the first time my two friends and I had ever been to Texas to see the Bluebonnets. Have plans to go back probably in 5 years when Ennis will be celebrating the 75th annual Bluebonnet Festival. Never know might be back next year. LOL Got a few pictures unable to upload them at this time.
Bluebonnet Trail,4.5,Great Experience!,5.0 of 5 bubbles,"I went to Bardwell Lake to see the bluebonnets blooming.  It was all very beautiful.  Seeing the fields of bluebonnets, taking in the scent of all the flowers, walking around, and taking photos was so refreshing.   I also love the bright Indian Paintbrush mixed in with the bluebonnets.  Having the lake made it that much better.  Beautiful, peaceful water.  I Ioved seeing the sunlight sparkle on the water.   It's also great if you want to have a picnic.  You can bring a blanket and eat in the fields or you can eat at one of the picnic tables there."
Bluebonnet Trail,4.5,Bluebonnets,4.0 of 5 bubbles,We went to Ennis to see the famous bluebonnet trails.  The town itself doesn't have bluebonnets everywhere as one might imagine. BUT they do have bluebonnets! They give you a map and you drive to the places where the bluebonnets grow.  Once you find them they really are beautiful! So glad we went
Bluebonnet Trail,4.5,Beautiful flowers!,5.0 of 5 bubbles,I visited Ennis on April 19th in order to see Blubonnets. I visited the welcome center. The people were very nice. I got information about the flowers and trails. I drove around 20 minutes. I saw a lot of beautiful flowers on the trail!
Bluebonnet Trail,4.5,Bluebonnets to soothe my Texas soul,4.0 of 5 bubbles,We drove to Ennis for an afternoon of Bluebonnet viewing.  We downloaded the trail map on the Ennis website and made most of the local parks where you can take pics.  Then we drove on the South Trail. We went the week before the Featival and there was no traffic. at all on the trail.  
Bluebonnet Trail,4.5,Beautiful Bluebonnets,5.0 of 5 bubbles,Best time to visit is late March to mid-April every year. Brenham and Chappel Hill has some too further South.
Bluebonnet Trail,4.5,Fields of Blue,4.0 of 5 bubbles,"The best location to see a field of bluebonnets is the Meadowview Nature Area just off of Hwy 34. We also found some full fields on Sugar Ridge Road. Don't expect to find field after field of flowers, you may drive some miles before you get to a spectacular field but the drive and time is worth it if you enjoy seeing wild flowers. Also check the Ennis website for the best viewing."
Bluebonnet Trail,4.5,Not ready yet!,4.0 of 5 bubbles,Blue bonnets are not quite ready..
Bluebonnet Trail,4.5,Stunning but WAIT for it!,5.0 of 5 bubbles,"The biggest mistake people make when coming to view bluebonnets is not waiting for their peak!  Bluebonnets appear along the roadside WAY quicker than they appear in fields because the cars' heat encourages an earlier bloom.  Seriously, the best time to view these flowers is the week of the Bluebonnet Festival in Ennis.  It is scheduled there for a reason.  You can call the Visitors' Center for a true update as well.  They are nice folks!  If you can, go see the flowers before the festival on a weekday to avoid the crowds.  It makes a big difference!  Wear close toed shoes and watch for basking snakes."
White House Ruins Trail,5.0,Isabelle (France),5.0 of 5 bubbles,"From White House Overlook in Canyon de Chelly, we hiked the beautiful White House Trail."
White House Ruins Trail,5.0,White House Ruins Trail,5.0 of 5 bubbles,"The trail was as impactful as I remembered it (I had visited many years go). You now need a Navajo guide to enter the canyon, but that really just added to the experience. Fantastic trip. My 14 year old son really enjoyed it as well. "
White House Ruins Trail,5.0,Awesome hike to White House Ruin,4.0 of 5 bubbles,Took the White House Ruin trail in mid June at Tsegi (De Chelly). 
White House Ruins Trail,5.0,Spiritual Solitude,5.0 of 5 bubbles,"I had heard about Canyon de Chelly (pronounced da shay) on our last trip to the Grand Canyon Monument Valley in 2008 and vowed that I would return to the area the next time we were out here.  Unfortunately, we got started a little late from Flagstaff and didn't make it to Canyon de Chelly until about 1.30 pm in the afternoon.  The weather was very windy coming up Rt 191 and cold @ 33-35 degrees.   At the rim, the wind chill was pretty cold.  From the parking area, you have to walk a short distance to the overlook.  I was amazed.  It was clearing with a cobalt blue sky with gleaming white clouds racing across the sky casting shadows in and throughout the canyon and the walls.  I was mesmerized.  I went back to the car and told my wife I was going to do the trail and asked if she wanted to accompany me.  Her aversion to the cold is only surpassed by her aversion to heights and she politely told me to go ahead.  The only way I can describe the next 2-3 hours was spiritual solitude.  The wind and weather had kept most tourists away and even the guided canyon tours were sparse.  I thought I saw people when I viewed the White House from the overlook, but I was not sure.  I took a bottle of water with me and I set out for my walk.  The entire trail is one of switchbacks down to the canyon floor.  Every step is new and exciting and the rock features change as you close the distance to them or away from them.  One piece of advice:  Take your time and turn around and look where you have been both going into and out of the canyon.   The views change with every step you take on the trail.   Two tips also:   No slick shoes and take water.  Even thought the trail is safe, there are places that are uneven and slick.  Hiking boots or tennis shoes.  Something that will grip.  Even though it was a cold March day,  I drained my little water bottle I took with me.  I can only imagine what the heat of summer would be like.  Taking a camera is a no-brainer.  If you have trouble walking, limit what you take weight wise as the trip up is more strenous than the trip down. "
White House Ruins Trail,5.0,"Well worth the effort, the scenery is awesome.",5.0 of 5 bubbles,"The trail starts at the side of the car park at the ""White House Ruins Overlook"" approximately 5.5 Miles from the Canyon De Chelly Visitor Centre, on the South Rim Drive."
White House Ruins Trail,5.0,"Vendors ""Ruined"" Our Experience",1.0 of 5 bubbles,"As others described, the hike is tricky, but if you take your time you can do it.  We met a hiker that had hip replacement surgery the year before and he was able to complete the entire hike."
White House Ruins Trail,5.0,Only trail into canyon without a Navajo guide,5.0 of 5 bubbles,"The trail is 1 1/2 miles each way.  As you would expect, it is an easy walk down and more challenging on the way back up (a 600 foot drop).  But most of the trail is not too steep, and there are benches along the way for resting.  The trail is not paved, but it is well-maintained.  I was concerned about taking my children on this trail, but it wasn't too challenging for them, and there weren't many places with steep drop-offs.  There is almost no shade on the trail, so be sure to wear sunscreen and take water."
White House Ruins Trail,5.0,Nice hike from rim to White House ruins,5.0 of 5 bubbles,"This was the highlight of our visit to beautiful Canyon de Chelly!  The trail switchbacks steeply from the rim to the canyon floor.  The geology that you see along the way is really cool.  Breathtaking views all the way as well.  I have some trouble with heights, but this trail has a solid rock wall on one side all the way down and is wide enough that I didn't have any problems with dizziness.  The Navajo vendors along the last part of trail were very nice and friendly.  They had some nice items for sale, too.  The White House ruins at the the end of the hike are impressive.  The hike back up is steep, but it wasn't too hot the day that we went, so it wasn't too bad for this 60 year-old hiker.  Make sure that you take water."
White House Ruins Trail,5.0,Stunning Beauty at this Monument,5.0 of 5 bubbles,This was a very fun trail that is highly recommended.  People of all ages are capable of completing it. We did the trail early in the morning and although it was in June we weren't too hot. Be sure to look up the history of the ancient ruins you will see at the bottom.  It made our walk more fun. 
White House Ruins Trail,5.0,Spectacular!,5.0 of 5 bubbles,"This is a beautiful trail! My husband and I are senior citizens, however, we were able to manage the walk down and back quite well. Suggest taking a hiking stick if you are a little unsure about your footing, there is some stepping down required.   There are a couple of narrow spots on the trail, but it is possible to stay close to the wall in most areas.  Anyone who walks or hikes regularly should be able to negotiate this trail. Keep in mind that you hike down first, then have to climb out. This is about 5-6,000 ft. elevation, so factor that into the climb. This trail is well-graded with good switchbacks, making the climb out easier. Enjoy the views!  Then be sure to take the Navajo tour into the Canyon which gives you an entirely different perspective and lots of history of the place."
Mossy Cave Trail,4.0,if you want to see what waterfall looks like in dry land,4.0 of 5 bubbles,"did Mossy Cave Trail right before entering Bryce. We checked out the cave and the waterfall. The cave is very small, and you can not enter, but it is indeed cute to see all the moss live on the wall of the cave, since it is very moist. The waterfall is definitely interesting. You will be amazed to see water in this dry land. and because water is keep flashing, the rock under the waterfall is like a big piece of jade Very pretty. But this trail is not in the park. So plan your time well before you go."
Mossy Cave Trail,4.0,mossy cave,4.0 of 5 bubbles,"Might say the trail was more pleasurable than the cave. There  was no access to the cave, was fenced off. The trail and waterfall was lovely, but not readily easy to get to waterfall,. had to walk up stream edge.  would not recommend for anyone would might have difficulty with hiking ""moderate"" trails."
Mossy Cave Trail,4.0,Crowded stop off highway,3.0 of 5 bubbles,"We stopped off at Mossy Cave Trail in the middle of the afternoon. It was crowded. As we were dealing with Covid-19, people were not social distancing nor wearing masks. There is a trail that winds along a river. Beautiful! the trail forks and you can either walk to the Mossy Cave or a waterfall. The Mossy Cave was cool, but not much to see. We didn't go to the waterfall due to the crowd of people not wearing masks. "
Mossy Cave Trail,4.0,"Pretty Views, Easy Trail",5.0 of 5 bubbles,"This is a peaceful and easy trail with beautiful views. I didn't find the ""cave"" very interesting as it's not really a cave, but the waterfall was very pretty. Get their early, the parking lot is small and people were parking on the highway when we left even though they're not supposed to."
Mossy Cave Trail,4.0,"Must stop, walk past waterfall. ",5.0 of 5 bubbles,"Waterfall and the cave are great to see, but keep hiking past the falls to see some awesome canyons and creek with little to no visitors. We were there on a Saturday afternoon and it was dead (which was great). No fee to get in this part of the park. "
Mossy Cave Trail,4.0,"Easy, Short Hike!",4.0 of 5 bubbles,"Mossy Cave Hike is a short, very easy hike into a small waterfall & a small mossy cave! The hike is less than a mile roundtrip. The cave itself is a natural, sheltering cave not a cavern. The waterfall is a product of an irrigation ditch dug by local pioneers in the early 1890s. It is a very picturesque area of Bryce Canyon & I learned later in the day that you can hike farther into the canyon if you continue on a trail past the cave & waterfall. "
Mossy Cave Trail,4.0,Great way to cool off,4.0 of 5 bubbles,"We had a full and hot day of hiking inside Bryce Canyon and wanted to cool off. This is a short trail. Do not bother hiking on land. Total waste of time. Park your car and walk 5 minutes to the bridge and just get in the water. It’ll cover your shoes, sandals or whatever you are wearing. It might be ankle deep at some spots. Get in and go left. It’ll take you another 15 min of walking against the current to get to the falls. It was so much fun and a great way to cool off.  My kids are 15 and 12 and we stayed and played for at least an hour."
Mossy Cave Trail,4.0,A Different Experience at Bryce Canyon National Park,5.0 of 5 bubbles,"My son and I visited the Mossy Cave Trail on our visit to Bryce Canyon.  This is a fairly easy hike.  There are hoodoos visible and a stream that was really manmade and dug by Mormon settlers to get water to the settlement of Tropic nearby.  The Mossy Cave was much cooler than the trail.  We were there in May, but there was still big pieces of ice in the cave.  There were no icicles, but I hear those are beautiful at the right time of year.  "
Mossy Cave Trail,4.0,Great addendum to Bryce,5.0 of 5 bubbles,"Wonder and quick stop on the way in/out of Bryce.  Definitely worth a trip to see the waterfall/stream, along with the weeping cave.  The satellite image on Google is outdated, showing a small parking lot at the trailhead and no overflow lot.  The main lot has been enlarged a bit, and there is a very large RV/overflow dirt lot 1000 feet east.  We arrived at 8am in an RV, and had no problem parking at the trailhead. The trail is mostly level, with a couple bridges along the way.  The whole site can easily be seen in under an hour if you are short on time."
Mossy Cave Trail,4.0,Great Short Hike!,5.0 of 5 bubbles,Great short hike outside the main area of the park.
Fountain Paint Pot,4.5,Probably my favorite spot in all of Yellowstone!,5.0 of 5 bubbles,"This little area is packed with geysers, pools, and paint pots.  The walkways lead to an informative combination of nearly every feature offered in Yellowstone.  It is a very easy walk, with a little bit of elevation, and amazing vistas all around.  There is a large car park, with three one-seater restrooms."
Fountain Paint Pot,4.5,"Steam vents, fumeroles, geysers, and mud pots!",5.0 of 5 bubbles,"This short walk along a boardwalk lets you see examples of most of the attractions of Yellowstone. The bubbling paint pots are fun to watch, and the geysers may be small but erupt almost constantly.  There are other thermal attractions along this short boardwalk as well.  Very interesting - definitely worth the stop."
Fountain Paint Pot,4.5,Breathtaking Beauty,5.0 of 5 bubbles,"An experience for ALL the senses. Strong smell, beautiful area. Complex natural beauty. If you are going to Yellowstone National Park, you will definitely want to take the time to visit the Fountain Paint Pots. You won't regret it."
Fountain Paint Pot,4.5,Worth the Short Loop Drive,4.0 of 5 bubbles,"Paint Pot is just part of this really cool short loop drive. As there are a couple geysers, some colorful springs, and petrified wood along the way. The paint pots are easily seen from your vehicle so we didn’t take the time to walk the boardwalk. "
Fountain Paint Pot,4.5,Short Trail and Easy to Find Parking,4.0 of 5 bubbles,"This is an easy .5 mile board walk trail in the Lower Basin.  We had no issues finding parking at 5:15 pm on a Thursday (9/3).  It took us 30 minutes to do the loop.  Not the most exciting of all the basins but given its short distance, it is a quick bonus."
Fountain Paint Pot,4.5,Better than some other geyser stops,5.0 of 5 bubbles,"This spot had lots of variety with geysers, mudholes, etc. Take the boardwalk all the way around as there's some great geysers hiding behind the hill. We got to watch one erupt from the start and the other was an ongoing eruption. The pools in the beginning are colorful."
Fountain Paint Pot,4.5,Loved this area!,5.0 of 5 bubbles,"This was my favorite stops in YNP. There is a wooden raised walkway around the area. Many pots, beautiful colors. Very interesting and worth the time needed to park. It’s a popular stop for tourists. Best to get there early in the morning."
Fountain Paint Pot,4.5,Bear Area,5.0 of 5 bubbles,This is a beautiful sight.  It is a populated area with a small parking lot. You have to have patience to get a parking spot.  The walk is nice and easy with a little elevation.  The views are beautiful. We were able to see bear tracks in the mud around the geysers. 
Fountain Paint Pot,4.5,VERY COLORFUL,5.0 of 5 bubbles,"Located in the Lower Geyser Basin, this is a one of the smaller (but popular) geyser areas.  The trail is about 1/2 mile long on boardwalks that are in good shape.  I have stopped many times before, but always enjoy my visit. I always seem to see something new here. "
Fountain Paint Pot,4.5,"3.5 stars.  If you are short on time, go ahead and skip this.",3.0 of 5 bubbles,"If you have to ration your geyser and spring stops, this is one you could skip, as you can see very similar attractions in other areas.  Don't get me wrong, it is very interesting and a delight to the eyes.  If you have time though, stop here."
Thundering Brook Falls Trail,4.5,Paths can be confusing.,4.0 of 5 bubbles,Parking lot only holds about 10 cars.  Short hike into a deck overlooking the falls but there are multiple trails on the way down from the small parking lot and it is easy to get confused as to which direction to take.  The falls have a nice lookout over them.
Thundering Brook Falls Trail,4.5,Exploring Thundering Falls Trail,4.0 of 5 bubbles,"Good trip. We arrived at approximately 5:45 pm and made our way to the entrance of the trail. The beginning of the trail consisted of a pre- made wooden walkway that was very easy to walk on. The rest of the trail consisted of walking on dirt, however the trail was very flat and did not have many inclines/declines. The waterfall in itself was very nice, and there was even a small platform built at the end of the trail that provided for a great photo opportunity."
Thundering Brook Falls Trail,4.5,Nice easy trail but hard to find,4.0 of 5 bubbles,It took us a half hour to find this trail and we were less than 3 miles away. The website said it was at the intersection of routes 4 and 100.  But there are 2 places where it intersects and river Run Road is closed. You have to go to the intersection closer to Woodstock. It is about a 1/4 mile away from the Killington town building down the closed dirt road. The trail is mainly a flat wooden boardwalk. Then up a small hill. About 1/3 mile each way to a nice waterfall
Thundering Brook Falls Trail,4.5,Relaxing beneath the falls,5.0 of 5 bubbles,Relaxing walk on the boardwalk trail to the falls with a variety of bird and insect life to observe on the way.  Read for 45 minutes alongside the falls in the cool of the shade and water. Traffic to and from was heavy. 
Thundering Brook Falls Trail,4.5,Easy Walk,5.0 of 5 bubbles,"This is a 1/4 mile each way along a boardwalk. Last 50-75 feet is on crushed dirt/gravel mix. It had a slight incline, but easy to walk up to the falls. Great wooden platform to see the falls. Accessible to everyone. Great views as well as you walk along to the fall.  "
Thundering Brook Falls Trail,4.5,Wonderful,5.0 of 5 bubbles,"Exceeded our expectations. Beautiful hike. Our kids 7, 2 and 1 year old loved it."
Thundering Brook Falls Trail,4.5,Amazing,5.0 of 5 bubbles,"Very easy boardwalk trail. But you can also explore off the beaten path with other trails that beer off, and one across the street from the entrance as well. "
Thundering Brook Falls Trail,4.5,"Good, wheelchair accessible path to a great waterfall",4.0 of 5 bubbles,"This new boardwalk path travels a short distance from River Road just off the US highway 4, VT Highway 100 near Killington.  It's close to Thundering Brook Road.  The start of the path is on River Road itself, but isn't really signposted from the road, we missed it and took a long drive around the area before luckily seeing it just as we were giving up!  There's a small layby, enough space for about two cars, and you can see the wooden trail snaking over the wetlands from there.  "
Thundering Brook Falls Trail,4.5,Amazing but hard to find,5.0 of 5 bubbles,"Totally fun. Very hard to find. Take route 4 then turn onto River road, there is a white sign on the corner that says Recreational and town offices. Follow River road all the way till you pass the rec center and a small white town building, both will be on your right. Just after you pass the town office building there will be a very small dirt parking area on your left that fits about four cars. The parking area is not well marked not are the falls. From the parking lot you can see the boardwalk. Follow the boardwalk to the falls. The falls are beautiful and there are a bunch of cool hiking trails. Went with two kids age 5 and 7. "
Thundering Brook Falls Trail,4.5,Easy thing to do - enjoyable outing - an hour tops,4.0 of 5 bubbles,It has two parts.  First is an easy wood bridge walk to the base of a lovely falls - not a huge falls but beautiful.  The second part is a true steep mountain climb (short) up to the top of the falls - the kind where you grab tree roots to hold on and pull yourself up carefully.  Wear appropriate footwear for this part - good treads - not light summer shoes.  
Kerrville River Trail,5.0,do not miss,5.0 of 5 bubbles,"The Hill Country was on my bucket list.  Guadelupe River photos of this area made me plan a visit. The city park was nicely done at the River. Great area for picnics, hikes, family get togethers, and it was free. Peaceful area to rest."
Kerrville River Trail,5.0,The Main Reason We Visit and Stay in Kerrville!,5.0 of 5 bubbles,"This is the main reason we visit Kerrville!!!  The river trail is a wonderful place to walk and enjoy the great outdoors.  We always see wildlife and beautiful scenery.  So peaceful and relaxing.  On our last visit, we saw the Citizens on Patrol.  They are so knowledgeable and helpful if you need assistance or have any questions."
Kerrville River Trail,5.0,Peaceful!,4.0 of 5 bubbles,"A well maintained, clean and safe trail.  Plenty of flat and uninterrupted paved paths for easy walking and bike riding."
